dms_orig,dms_dest,sctg2,dms_mode,thousand tons in 2017,thousand tons in 2018,thousand tons in 2019,thousand tons in 2020,thousand tons in 2021,thousand tons in 2022,thousand tons in 2023,thousand tons in 2024,thousand tons in 2030,thousand tons in 2030_low,thousand tons in 2030_high,thousand tons in 2035,thousand tons in 2035_low,thousand tons in 2035_high,thousand tons in 2040,thousand tons in 2040_low,thousand tons in 2040_high,thousand tons in 2045,thousand tons in 2045_low,thousand tons in 2045_high,thousand tons in 2050,thousand tons in 2050_low,thousand tons in 2050_high
513-Washington DC-VA-MD-WV (VA Part),26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
513-Washington DC-VA-MD-WV (VA Part),27-Minnesota,21-Pharmaceuticals,1-Truck,49.3753,46.8737,47.9498,49.189,51.842,56.4113,58.631,62.8044,72.5604,72.2593,79.8164,88.2379,87.202,90.0027,107.3028,106.0226,109.4489,130.487,127.7589,133.0968,158.6806,153.9418,161.8542
513-Washington DC-VA-MD-WV (VA Part),27-Minnesota,21-Pharmaceuticals,4-Air (include truck-air),0.0091,0.0087,0.0089,0.0091,0.0096,0.0104,0.0108,0.0116,0.0134,0.0133,0.0147,0.0163,0.0161,0.0166,0.0198,0.0197,0.0202,0.0241,0.0237,0.0245,0.0293,0.0285,0.0298
513-Washington DC-VA-MD-WV (VA Part),27-Minnesota,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
513-Washington DC-VA-MD-WV (VA Part),28-Mississippi,21-Pharmaceuticals,1-Truck,9.9497,9.4456,9.6625,9.9122,10.4468,11.3676,11.8148,12.6558,18.8328,18.7574,20.716,21.9273,21.708,22.3659,25.4849,25.2392,25.9946,29.6611,29.0942,30.2543,34.0301,33.0759,34.7107
513-Washington DC-VA-MD-WV (VA Part),29-Missouri,21-Pharmaceuticals,1-Truck,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
513-Washington DC-VA-MD-WV (VA Part),29-Missouri,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
513-Washington DC-VA-MD-WV (VA Part),31-Nebraska,21-Pharmaceuticals,4-Air (include truck-air),0.1811,0.172,0.1759,0.1804,0.1902,0.2069,0.2151,0.2304,0.2669,0.2642,0.2936,0.3246,0.317,0.331,0.3947,0.3813,0.4026,0.48,0.4593,0.4896,0.5837,0.554,0.5953
513-Washington DC-VA-MD-WV (VA Part),32-Nevada,21-Pharmaceuticals,1-Truck,72.4949,68.822,70.4019,72.2214,76.1166,82.8255,86.0845,92.2121,105.8086,101.0853,116.3894,128.6698,125.2018,131.2431,156.4705,147.9141,159.5999,190.278,175.3435,194.0836,231.3903,208.3889,236.0181
513-Washington DC-VA-MD-WV (VA Part),34-New Jersey,21-Pharmaceuticals,1-Truck,14.0386,13.3273,13.6333,13.9856,14.7399,16.0391,16.6702,17.8568,21.3128,20.757,23.444,25.9176,24.2275,26.436,31.5175,28.2075,32.1478,38.3272,32.861,39.0938,46.6084,38.2536,47.5405
513-Washington DC-VA-MD-WV (VA Part),34-New Jersey,21-Pharmaceuticals,5-Multiple modes & mail,0.2497,0.237,0.2425,0.2487,0.2621,0.2853,0.2965,0.3176,0.3837,0.3733,0.4221,0.4666,0.4361,0.4759,0.5674,0.5071,0.5788,0.69,0.5905,0.7038,0.8391,0.6874,0.8559
513-Washington DC-VA-MD-WV (VA Part),35-New Mexico,21-Pharmaceuticals,4-Air (include truck-air),0.0019,0.0018,0.0018,0.0019,0.002,0.0021,0.0022,0.0024,0.0028,0.0028,0.003,0.0034,0.0033,0.0034,0.0041,0.0041,0.0042,0.005,0.0049,0.0051,0.006,0.0058,0.0062
513-Washington DC-VA-MD-WV (VA Part),35-New Mexico,21-Pharmaceuticals,5-Multiple modes & mail,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0007,0.0007,0.0007,0.0007,0.0009,0.0009,0.0009,0.0011,0.0011,0.0011,0.0013,0.0013,0.0013
513-Washington DC-VA-MD-WV (VA Part),36-New York,21-Pharmaceuticals,1-Truck,31.7717,30.162,30.8545,31.6519,33.359,36.2992,37.7275,40.413,48.0445,46.9988,52.8489,58.425,55.4921,59.5935,71.0485,65.3803,72.4695,86.3995,77.1532,88.1275,105.0673,91.0826,107.1687
513-Washington DC-VA-MD-WV (VA Part),36-New York,21-Pharmaceuticals,4-Air (include truck-air),0.0092,0.0087,0.0089,0.0092,0.0096,0.0105,0.0109,0.0117,0.0139,0.0136,0.0153,0.0169,0.016,0.0172,0.0205,0.0189,0.021,0.025,0.0223,0.0255,0.0304,0.0263,0.031
513-Washington DC-VA-MD-WV (VA Part),36-New York,21-Pharmaceuticals,5-Multiple modes & mail,0.007,0.0066,0.0068,0.007,0.0073,0.008,0.0083,0.0089,0.0106,0.0103,0.0116,0.0128,0.0121,0.0131,0.0156,0.0142,0.0159,0.019,0.0166,0.0194,0.0231,0.0195,0.0236
513-Washington DC-VA-MD-WV (VA Part),37-North Carolina,21-Pharmaceuticals,1-Truck,34.1871,32.455,33.2001,34.0581,35.895,39.0588,40.5957,43.4853,52.3096,51.1873,57.5406,63.6117,59.9451,64.8839,77.3558,70.6582,78.9029,94.0695,83.3935,95.9509,114.3946,98.45,116.6825
513-Washington DC-VA-MD-WV (VA Part),37-North Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0.2656,0.2522,0.258,0.2646,0.2789,0.3035,0.3154,0.3379,0.4688,0.4584,0.5157,0.5585,0.5262,0.5697,0.6647,0.6062,0.678,0.7922,0.7004,0.8081,0.9353,0.8012,0.954
513-Washington DC-VA-MD-WV (VA Part),39-Ohio,21-Pharmaceuticals,1-Truck,28.3302,26.8949,27.5123,28.2233,29.7455,32.3673,33.6408,36.0355,53.9856,52.9864,59.3841,63.3822,60.2866,64.6498,74.2406,68.3917,75.7254,87.1713,77.8625,88.9147,100.8724,87.3759,102.8898
513-Washington DC-VA-MD-WV (VA Part),39-Ohio,21-Pharmaceuticals,4-Air (include truck-air),0.0801,0.076,0.0778,0.0798,0.0841,0.0915,0.0951,0.1019,0.1212,0.1189,0.1333,0.1474,0.1399,0.1503,0.1792,0.1645,0.1828,0.2179,0.1936,0.2223,0.265,0.2281,0.2703
513-Washington DC-VA-MD-WV (VA Part),39-Ohio,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),40-Oklahoma,21-Pharmaceuticals,1-Truck,19.5363,18.5465,18.9723,19.4626,20.5123,22.3203,23.1985,24.8498,28.713,28.6542,31.5843,34.9168,34.128,35.6151,42.461,41.4557,43.3102,51.6352,50.2399,52.6679,62.7917,60.5921,64.0476
513-Washington DC-VA-MD-WV (VA Part),40-Oklahoma,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),42-Pennsylvania,21-Pharmaceuticals,1-Truck,90.0395,85.4778,87.44,89.6999,94.5377,102.8703,106.9179,114.5286,141.2323,138.3025,155.3555,170.4786,163.1022,173.8881,205.8187,190.1243,209.9351,248.6299,221.9045,253.6025,299.9184,258.4935,305.9168
513-Washington DC-VA-MD-WV (VA Part),42-Pennsylvania,21-Pharmaceuticals,5-Multiple modes & mail,0.1584,0.1504,0.1538,0.1578,0.1663,0.181,0.1881,0.2015,0.2485,0.2435,0.2734,0.2997,0.2886,0.3057,0.3615,0.3366,0.3687,0.4362,0.3931,0.445,0.5256,0.458,0.5362
513-Washington DC-VA-MD-WV (VA Part),46-South Dakota,21-Pharmaceuticals,1-Truck,11.6919,11.0995,11.3543,11.6478,12.276,13.358,13.8836,14.8718,20.6703,20.4636,22.7374,24.2212,24.2064,24.7056,28.0089,27.6002,28.5691,32.0007,31.0886,32.6407,37.2403,35.6447,37.9851
513-Washington DC-VA-MD-WV (VA Part),46-South Dakota,21-Pharmaceuticals,4-Air (include truck-air),0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0009,0.001,0.0009,0.001
513-Washington DC-VA-MD-WV (VA Part),47-Tennessee,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002
513-Washington DC-VA-MD-WV (VA Part),47-Tennessee,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
513-Washington DC-VA-MD-WV (VA Part),48-Texas,21-Pharmaceuticals,1-Truck,29.9423,28.4253,29.0778,29.8293,31.4381,34.2091,35.5551,38.086,44.5403,43.3257,48.9943,54.1637,51.0714,55.247,65.8665,60.3915,67.1838,80.0978,71.5098,81.6998,97.4041,84.4879,99.3522
513-Washington DC-VA-MD-WV (VA Part),48-Texas,21-Pharmaceuticals,4-Air (include truck-air),0.001,0.001,0.001,0.001,0.0011,0.0012,0.0012,0.0013,0.0015,0.0015,0.0017,0.0018,0.0017,0.0019,0.0022,0.002,0.0023,0.0027,0.0024,0.0028,0.0033,0.0028,0.0034
513-Washington DC-VA-MD-WV (VA Part),48-Texas,21-Pharmaceuticals,5-Multiple modes & mail,0.0893,0.0848,0.0867,0.089,0.0938,0.1021,0.1061,0.1136,0.1317,0.1281,0.1449,0.1602,0.1511,0.1634,0.1948,0.1784,0.1987,0.2369,0.211,0.2416,0.288,0.249,0.2938
513-Washington DC-VA-MD-WV (VA Part),49-Utah,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004
513-Washington DC-VA-MD-WV (VA Part),50-Vermont,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),51-Virginia,21-Pharmaceuticals,1-Truck,31.8514,30.2377,30.9318,31.7312,33.4426,36.3902,37.8221,40.5143,53.693,52.2359,59.0623,60.871,56.4455,62.0884,68.8745,61.1231,70.252,78.0401,66.3828,79.6009,87.3578,70.782,89.105
513-Washington DC-VA-MD-WV (VA Part),51-Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.4698,0.446,0.4562,0.468,0.4933,0.5367,0.5579,0.5976,0.7994,0.7778,0.8794,0.9241,0.8501,0.9425,1.0669,0.9371,1.0883,1.234,1.0368,1.2587,1.4136,1.1309,1.4419
513-Washington DC-VA-MD-WV (VA Part),53-Washington,21-Pharmaceuticals,1-Truck,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0005,0.0005,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0009,0.001,0.001,0.001
513-Washington DC-VA-MD-WV (VA Part),53-Washington,21-Pharmaceuticals,4-Air (include truck-air),0.0005,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0006,0.0008,0.0008,0.0009,0.001,0.001,0.001,0.0012,0.0012,0.0012,0.0014,0.0014,0.0014,0.0017,0.0016,0.0017
513-Washington DC-VA-MD-WV (VA Part),53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
513-Washington DC-VA-MD-WV (VA Part),54-West Virginia,21-Pharmaceuticals,1-Truck,0.0275,0.0261,0.0267,0.0274,0.0289,0.0315,0.0327,0.035,0.0517,0.0501,0.0569,0.0612,0.055,0.0625,0.0723,0.0615,0.0737,0.0853,0.0688,0.0871,0.0991,0.0758,0.1011
513-Washington DC-VA-MD-WV (VA Part),54-West Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.0911,0.0865,0.0885,0.0907,0.0956,0.1041,0.1082,0.1159,0.171,0.1658,0.1881,0.2026,0.1818,0.2066,0.2391,0.2034,0.2439,0.2823,0.2277,0.2879,0.3279,0.2508,0.3345
513-Washington DC-VA-MD-WV (VA Part),55-Wisconsin,21-Pharmaceuticals,4-Air (include truck-air),0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0007,0.0006,0.0007,0.0008,0.0007,0.0008,0.001,0.0009,0.001
513-Washington DC-VA-MD-WV (VA Part),55-Wisconsin,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
513-Washington DC-VA-MD-WV (VA Part),56-Wyoming,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
519-Rest of VA,01-Alabama,21-Pharmaceuticals,5-Multiple modes & mail,0.0017,0.0016,0.0016,0.0017,0.0017,0.0019,0.002,0.0021,0.0029,0.0029,0.0032,0.0034,0.0033,0.0034,0.0039,0.0038,0.004,0.0045,0.0043,0.0046,0.0051,0.0048,0.0052
519-Rest of VA,04-Arizona,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
519-Rest of VA,05-Arkansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
519-Rest of VA,06-California,21-Pharmaceuticals,1-Truck,0.0951,0.0903,0.0924,0.0948,0.0999,0.1087,0.113,0.121,0.1393,0.1377,0.1533,0.1694,0.1673,0.1728,0.206,0.1985,0.2101,0.2505,0.2357,0.2556,0.3047,0.2796,0.3108
519-Rest of VA,06-California,21-Pharmaceuticals,5-Multiple modes & mail,0.0427,0.0405,0.0414,0.0425,0.0448,0.0487,0.0506,0.0543,0.0626,0.0618,0.0688,0.0761,0.0751,0.0776,0.0925,0.0892,0.0944,0.1125,0.1059,0.1148,0.1368,0.1255,0.1396
519-Rest of VA,08-Colorado,21-Pharmaceuticals,5-Multiple modes & mail,0.008,0.0076,0.0077,0.0079,0.0084,0.0091,0.0094,0.0101,0.0144,0.0142,0.0158,0.0169,0.0167,0.0173,0.0196,0.0191,0.02,0.0226,0.0218,0.023,0.0268,0.0255,0.0274
519-Rest of VA,09-Connecticut,21-Pharmaceuticals,5-Multiple modes & mail,0.0235,0.0223,0.0229,0.0235,0.0247,0.0269,0.028,0.0299,0.0346,0.0337,0.038,0.042,0.0402,0.0429,0.0511,0.047,0.0521,0.0621,0.055,0.0634,0.0756,0.0644,0.0771
519-Rest of VA,10-Delaware,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
519-Rest of VA,11-Washington DC,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
519-Rest of VA,12-Florida,21-Pharmaceuticals,1-Truck,0.2092,0.1986,0.2031,0.2084,0.2196,0.239,0.2484,0.2661,0.3025,0.2961,0.3328,0.3679,0.3518,0.3753,0.4474,0.4147,0.4563,0.5441,0.4901,0.5549,0.6616,0.5794,0.6748
519-Rest of VA,12-Florida,21-Pharmaceuticals,5-Multiple modes & mail,0.114,0.1082,0.1107,0.1136,0.1197,0.1302,0.1354,0.145,0.1833,0.1791,0.2016,0.2182,0.208,0.2226,0.2606,0.2404,0.2659,0.3107,0.2781,0.3169,0.3675,0.3192,0.3749
519-Rest of VA,13-Georgia,21-Pharmaceuticals,1-Truck,0.0149,0.0142,0.0145,0.0149,0.0157,0.017,0.0177,0.019,0.0219,0.0214,0.0241,0.0266,0.025,0.0272,0.0324,0.0293,0.033,0.0394,0.0344,0.0402,0.0479,0.0402,0.0488
519-Rest of VA,13-Georgia,21-Pharmaceuticals,5-Multiple modes & mail,0.0111,0.0106,0.0108,0.0111,0.0117,0.0127,0.0132,0.0142,0.0164,0.016,0.018,0.0199,0.0187,0.0203,0.0242,0.0219,0.0247,0.0294,0.0257,0.03,0.0358,0.0301,0.0365
519-Rest of VA,15-Hawaii,21-Pharmaceuticals,5-Multiple modes & mail,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006
519-Rest of VA,16-Idaho,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0016,0.0016,0.0017,0.0018,0.0019,0.002,0.0027,0.0027,0.0029,0.0031,0.0031,0.0032,0.0037,0.0036,0.0037,0.0043,0.0042,0.0044,0.0049,0.0049,0.005
519-Rest of VA,17-Illinois,21-Pharmaceuticals,1-Truck,0.1017,0.0966,0.0988,0.1013,0.1068,0.1162,0.1208,0.1294,0.15,0.1471,0.165,0.1824,0.1734,0.1861,0.2218,0.2043,0.2263,0.2698,0.2411,0.2752,0.328,0.2843,0.3346
519-Rest of VA,17-Illinois,21-Pharmaceuticals,5-Multiple modes & mail,0.0143,0.0136,0.0139,0.0143,0.015,0.0164,0.017,0.0182,0.0216,0.0212,0.0237,0.0261,0.0248,0.0266,0.0316,0.0291,0.0322,0.0382,0.0342,0.039,0.0462,0.0401,0.0471
519-Rest of VA,18-Indiana,21-Pharmaceuticals,1-Truck,0.0141,0.0134,0.0137,0.0141,0.0149,0.0162,0.0168,0.018,0.0255,0.0251,0.028,0.0299,0.0286,0.0305,0.0351,0.0328,0.0358,0.0413,0.0376,0.0421,0.048,0.0426,0.0489
519-Rest of VA,18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005
519-Rest of VA,19-Iowa,21-Pharmaceuticals,5-Multiple modes & mail,0.3188,0.3026,0.3096,0.3176,0.3347,0.3642,0.3785,0.4054,0.4612,0.4593,0.5073,0.5608,0.5394,0.572,0.682,0.6476,0.6956,0.8293,0.7773,0.8459,1.0085,0.9326,1.0287
519-Rest of VA,20-Kansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.001,0.0009,0.001,0.0012,0.0011,0.0012
519-Rest of VA,21-Kentucky,21-Pharmaceuticals,1-Truck,0.0109,0.0103,0.0106,0.0108,0.0114,0.0124,0.0129,0.0138,0.0185,0.0181,0.0204,0.0216,0.0203,0.0221,0.0253,0.0229,0.0258,0.0295,0.0259,0.0301,0.0339,0.0288,0.0346
519-Rest of VA,22-Louisiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0015,0.0014,0.0015,0.0015,0.0016,0.0017,0.0018,0.0019,0.0026,0.0025,0.0029,0.0031,0.0029,0.0032,0.0037,0.0034,0.0038,0.0044,0.0039,0.0045,0.0052,0.0045,0.0053
519-Rest of VA,23-Maine,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
519-Rest of VA,24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,0.0065,0.0062,0.0063,0.0065,0.0068,0.0074,0.0077,0.0083,0.0096,0.0093,0.0105,0.0116,0.0109,0.0118,0.0141,0.0127,0.0144,0.0172,0.0147,0.0175,0.0209,0.0171,0.0213
519-Rest of VA,25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,0.0048,0.0045,0.0046,0.0048,0.005,0.0055,0.0057,0.0061,0.0071,0.007,0.0078,0.0086,0.0083,0.0087,0.0104,0.0099,0.0106,0.0127,0.0118,0.0129,0.0154,0.0141,0.0157
519-Rest of VA,26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0.0037,0.0035,0.0036,0.0037,0.0039,0.0042,0.0044,0.0047,0.0063,0.0061,0.0069,0.0073,0.0069,0.0074,0.0084,0.0077,0.0085,0.0096,0.0085,0.0098,0.0111,0.0095,0.0113
519-Rest of VA,27-Minnesota,21-Pharmaceuticals,1-Truck,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0009,0.0009,0.0009
519-Rest of VA,27-Minnesota,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0015,0.0016,0.0017,0.0018,0.0019,0.002,0.0023,0.0023,0.0025,0.0028,0.0027,0.0028,0.0034,0.0033,0.0035,0.0041,0.004,0.0042,0.005,0.0048,0.0051
519-Rest of VA,28-Mississippi,21-Pharmaceuticals,1-Truck,0.1127,0.107,0.1095,0.1123,0.1183,0.1288,0.1338,0.1434,0.2063,0.2055,0.2269,0.2402,0.2378,0.245,0.2792,0.2765,0.2847,0.3249,0.3187,0.3314,0.3728,0.3623,0.3802
519-Rest of VA,28-Mississippi,21-Pharmaceuticals,5-Multiple modes & mail,0.0096,0.0091,0.0093,0.0095,0.01,0.0109,0.0114,0.0122,0.0175,0.0174,0.0192,0.0204,0.0202,0.0208,0.0237,0.0234,0.0241,0.0276,0.027,0.0281,0.0316,0.0307,0.0322
519-Rest of VA,29-Missouri,21-Pharmaceuticals,1-Truck,8.9489,8.4955,8.6905,8.9152,9.396,10.2241,10.6264,11.3828,13.6454,13.3793,15.0099,16.5936,15.6432,16.9255,20.1789,18.3583,20.5825,24.5388,21.5614,25.0296,29.8408,25.3031,30.4376
519-Rest of VA,29-Missouri,21-Pharmaceuticals,5-Multiple modes & mail,0.0055,0.0052,0.0053,0.0055,0.0058,0.0063,0.0065,0.007,0.0083,0.0081,0.0091,0.01,0.0094,0.0102,0.0122,0.0111,0.0125,0.0148,0.013,0.0151,0.0181,0.0152,0.0184
519-Rest of VA,30-Montana,21-Pharmaceuticals,5-Multiple modes & mail,0.0011,0.001,0.001,0.0011,0.0011,0.0012,0.0013,0.0014,0.0019,0.0019,0.0021,0.0022,0.0022,0.0023,0.0026,0.0026,0.0026,0.003,0.003,0.0031,0.0036,0.0035,0.0036
519-Rest of VA,31-Nebraska,21-Pharmaceuticals,5-Multiple modes & mail,0.0014,0.0013,0.0013,0.0014,0.0014,0.0016,0.0016,0.0018,0.0025,0.0025,0.0028,0.003,0.0029,0.003,0.0035,0.0034,0.0036,0.0042,0.004,0.0043,0.0049,0.0047,0.005
519-Rest of VA,32-Nevada,21-Pharmaceuticals,1-Truck,0.1372,0.1302,0.1332,0.1367,0.144,0.1567,0.1629,0.1745,0.2073,0.1982,0.228,0.252,0.2427,0.2571,0.3065,0.2873,0.3126,0.3727,0.3402,0.3802,0.4532,0.4027,0.4623
519-Rest of VA,32-Nevada,21-Pharmaceuticals,5-Multiple modes & mail,0.0128,0.0121,0.0124,0.0127,0.0134,0.0146,0.0152,0.0162,0.0193,0.0184,0.0212,0.0235,0.0226,0.0239,0.0285,0.0267,0.0291,0.0347,0.0317,0.0354,0.0422,0.0375,0.043
519-Rest of VA,33-New Hampshire,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
519-Rest of VA,34-New Jersey,21-Pharmaceuticals,1-Truck,0.0746,0.0709,0.0725,0.0744,0.0784,0.0853,0.0886,0.0949,0.1106,0.1078,0.1217,0.1345,0.1258,0.1372,0.1636,0.1464,0.1669,0.199,0.1706,0.2029,0.2419,0.1986,0.2468
519-Rest of VA,34-New Jersey,21-Pharmaceuticals,5-Multiple modes & mail,0.0396,0.0376,0.0385,0.0395,0.0416,0.0453,0.0471,0.0504,0.0588,0.0572,0.0646,0.0715,0.0668,0.0729,0.0869,0.0778,0.0886,0.1057,0.0906,0.1078,0.1285,0.1055,0.1311
519-Rest of VA,35-New Mexico,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
519-Rest of VA,36-New York,21-Pharmaceuticals,1-Truck,0.0751,0.0713,0.0729,0.0748,0.0789,0.0858,0.0892,0.0955,0.111,0.1086,0.1221,0.135,0.1282,0.1377,0.1641,0.151,0.1674,0.1996,0.1782,0.2035,0.2426,0.2103,0.2475
519-Rest of VA,36-New York,21-Pharmaceuticals,5-Multiple modes & mail,1.3472,1.279,1.3083,1.3421,1.4145,1.5392,1.5997,1.7136,2.4426,2.3802,2.6869,2.9014,2.7284,2.9594,3.4421,3.1169,3.511,4.0893,3.5712,4.1711,4.7969,4.0396,4.8929
