Target,ATC2 Class,Period,Model,Actual,Forecast,Error,MAE
Units Reimbursed,P02,2024Q1,Naive,2766.0,2201.0,565.0,1253.0
Units Reimbursed,P02,2024Q1,Seasonal Naive,2766.0,3889.0,1123.0,1107.75
Units Reimbursed,P02,2024Q1,AutoARIMA,2766.0,8154.410714285713,5388.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q1,SARIMA,2766.0,8154.410714285713,5388.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q2,Historical Mean,698.0,8154.410714285715,7456.410714285715,6923.910714285715
Units Reimbursed,P02,2024Q2,Naive,698.0,2201.0,1503.0,1253.0
Units Reimbursed,P02,2024Q2,Seasonal Naive,698.0,589.0,109.0,1107.75
Units Reimbursed,P02,2024Q2,AutoARIMA,698.0,8154.410714285713,7456.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q2,SARIMA,698.0,8154.410714285713,7456.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q3,Historical Mean,613.0,8154.410714285715,7541.410714285715,6923.910714285715
Units Reimbursed,P02,2024Q3,Naive,613.0,2201.0,1588.0,1253.0
Units Reimbursed,P02,2024Q3,Seasonal Naive,613.0,2456.0,1843.0,1107.75
Units Reimbursed,P02,2024Q3,AutoARIMA,613.0,8154.410714285713,7541.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q3,SARIMA,613.0,8154.410714285713,7541.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q4,Historical Mean,845.0,8154.410714285715,7309.410714285715,6923.910714285715
Units Reimbursed,P02,2024Q4,Naive,845.0,2201.0,1356.0,1253.0
Units Reimbursed,P02,2024Q4,Seasonal Naive,845.0,2201.0,1356.0,1107.75
Units Reimbursed,P02,2024Q4,AutoARIMA,845.0,8154.410714285713,7309.410714285713,6923.910714285713
Units Reimbursed,P02,2024Q4,SARIMA,845.0,8154.410714285713,7309.410714285713,6923.910714285713
Units Reimbursed,P03,2024Q1,Historical Mean,308864.5,566698.9642857143,257834.46428571432,212129.08928571432
Units Reimbursed,P03,2024Q1,Naive,308864.5,418329.0,109464.5,73144.625
Units Reimbursed,P03,2024Q1,Seasonal Naive,308864.5,452004.0,143139.5,112388.875
Units Reimbursed,P03,2024Q1,AutoARIMA,308864.5,429813.7637114116,120949.26371141162,74224.70266731773
Units Reimbursed,P03,2024Q1,SARIMA,308864.5,401498.788492601,92634.28849260102,75544.4763133016
Units Reimbursed,P03,2024Q2,Historical Mean,361200.0,566698.9642857143,205498.96428571432,212129.08928571432
Units Reimbursed,P03,2024Q2,Naive,361200.0,418329.0,57129.0,73144.625
Units Reimbursed,P03,2024Q2,Seasonal Naive,361200.0,469126.0,107926.0,112388.875
Units Reimbursed,P03,2024Q2,AutoARIMA,361200.0,420489.15533463546,59289.15533463546,74224.70266731773
Units Reimbursed,P03,2024Q2,SARIMA,361200.0,429103.1485822556,67903.14858225558,75544.4763133016
Units Reimbursed,P03,2024Q3,Historical Mean,437100.0,566698.9642857143,129598.96428571432,212129.08928571432
Units Reimbursed,P03,2024Q3,Naive,437100.0,418329.0,18771.0,73144.625
Units Reimbursed,P03,2024Q3,Seasonal Naive,437100.0,528376.0,91276.0,112388.875
Units Reimbursed,P03,2024Q3,AutoARIMA,437100.0,411164.5469578593,25935.453042140696,74224.70266731773
Units Reimbursed,P03,2024Q3,SARIMA,437100.0,496659.89412106154,59559.894121061545,75544.4763133016
Units Reimbursed,P03,2024Q4,Historical Mean,311115.0,566698.9642857143,255583.96428571432,212129.08928571432
Units Reimbursed,P03,2024Q4,Naive,311115.0,418329.0,107214.0,73144.625
Units Reimbursed,P03,2024Q4,Seasonal Naive,311115.0,418329.0,107214.0,112388.875
Units Reimbursed,P03,2024Q4,AutoARIMA,311115.0,401839.93858108314,90724.93858108314,74224.70266731773
Units Reimbursed,P03,2024Q4,SARIMA,311115.0,393195.57405728824,82080.57405728824,75544.4763133016
Units Reimbursed,R01,2024Q1,Historical Mean,2040944.51,2019354.3712857142,21590.1387142858,241404.90414285712
Units Reimbursed,R01,2024Q1,Naive,2040944.51,1470619.8,570324.71,370531.3414999999
Units Reimbursed,R01,2024Q1,Seasonal Naive,2040944.51,1156574.263,884370.247,495098.81999999995
Units Reimbursed,R01,2024Q1,AutoARIMA,2040944.51,1842515.0124374898,198429.4975625102,265296.18848437024
Units Reimbursed,R01,2024Q1,SARIMA,2040944.51,1842515.0124374898,198429.4975625102,265296.18848437024
Units Reimbursed,R01,2024Q2,Historical Mean,1365806.59,2019354.3712857142,653547.7812857141,241404.90414285712
Units Reimbursed,R01,2024Q2,Naive,1365806.59,1470619.8,104813.20999999996,370531.3414999999
Units Reimbursed,R01,2024Q2,Seasonal Naive,1365806.59,1222308.033,143498.55700000003,495098.81999999995
Units Reimbursed,R01,2024Q2,AutoARIMA,1365806.59,1962364.7801896427,596558.1901896426,265296.18848437024
Units Reimbursed,R01,2024Q2,SARIMA,1365806.59,1962364.7801896427,596558.1901896426,265296.18848437024
Units Reimbursed,R01,2024Q3,Historical Mean,1798128.427,2019354.3712857142,221225.9442857143,241404.90414285712
Units Reimbursed,R01,2024Q3,Naive,1798128.427,1470619.8,327508.62699999986,370531.3414999999
Units Reimbursed,R01,2024Q3,Seasonal Naive,1798128.427,1325080.77,473047.6569999999,495098.81999999995
Units Reimbursed,R01,2024Q3,AutoARIMA,1798128.427,2000988.4740417365,202860.04704173654,265296.18848437024
Units Reimbursed,R01,2024Q3,SARIMA,1798128.427,2000988.4740417365,202860.04704173654,265296.18848437024
Units Reimbursed,R01,2024Q4,Historical Mean,1950098.619,2019354.3712857142,69255.75228571426,241404.90414285712
Units Reimbursed,R01,2024Q4,Naive,1950098.619,1470619.8,479478.8189999999,370531.3414999999
Units Reimbursed,R01,2024Q4,Seasonal Naive,1950098.619,1470619.8,479478.8189999999,495098.81999999995
Units Reimbursed,R01,2024Q4,AutoARIMA,1950098.619,2013435.6381435916,63337.019143591635,265296.18848437024
Units Reimbursed,R01,2024Q4,SARIMA,1950098.619,2013435.6381435916,63337.019143591635,265296.18848437024
Units Reimbursed,R02,2024Q1,Historical Mean,811008.14,1435250.393142857,624242.2531428569,558878.7755714284
Units Reimbursed,R02,2024Q1,Naive,811008.14,240368.75,570639.39,880213.404
Units Reimbursed,R02,2024Q1,Seasonal Naive,811008.14,83839.04,727169.1,689411.74275
Units Reimbursed,R02,2024Q1,AutoARIMA,811008.14,1435250.3931428571,624242.2531428571,558878.7755714286
Units Reimbursed,R02,2024Q1,SARIMA,811008.14,1435250.3931428571,624242.2531428571,558878.7755714286
Units Reimbursed,R02,2024Q2,Historical Mean,1923671.466,1435250.393142857,488421.0728571431,558878.7755714284
Units Reimbursed,R02,2024Q2,Naive,1923671.466,240368.75,1683302.716,880213.404
Units Reimbursed,R02,2024Q2,Seasonal Naive,1923671.466,3336797.8,1413126.3339999998,689411.74275
Units Reimbursed,R02,2024Q2,AutoARIMA,1923671.466,1435250.3931428571,488421.0728571429,558878.7755714286
Units Reimbursed,R02,2024Q2,SARIMA,1923671.466,1435250.3931428571,488421.0728571429,558878.7755714286
Units Reimbursed,R02,2024Q3,Historical Mean,1020731.292,1435250.393142857,414519.1011428569,558878.7755714284
Units Reimbursed,R02,2024Q3,Naive,1020731.292,240368.75,780362.542,880213.404
Units Reimbursed,R02,2024Q3,Seasonal Naive,1020731.292,1151533.861,130802.56900000002,689411.74275
Units Reimbursed,R02,2024Q3,AutoARIMA,1020731.292,1435250.3931428571,414519.1011428571,558878.7755714286
Units Reimbursed,R02,2024Q3,SARIMA,1020731.292,1435250.3931428571,414519.1011428571,558878.7755714286
Units Reimbursed,R02,2024Q4,Historical Mean,726917.718,1435250.393142857,708332.6751428569,558878.7755714284
Units Reimbursed,R02,2024Q4,Naive,726917.718,240368.75,486548.968,880213.404
Units Reimbursed,R02,2024Q4,Seasonal Naive,726917.718,240368.75,486548.968,689411.74275
Units Reimbursed,R02,2024Q4,AutoARIMA,726917.718,1435250.3931428571,708332.6751428571,558878.7755714286
Units Reimbursed,R02,2024Q4,SARIMA,726917.718,1435250.3931428571,708332.6751428571,558878.7755714286
Units Reimbursed,R03,2024Q1,Historical Mean,11894596.89,12599032.713214282,704435.8232142814,1410086.955714282
Units Reimbursed,R03,2024Q1,Naive,11894596.89,14118782.71,2224185.8200000003,2929836.952500001
Units Reimbursed,R03,2024Q1,Seasonal Naive,11894596.89,14027327.38,2132730.49,2093914.1000000006
Units Reimbursed,R03,2024Q1,AutoARIMA,11894596.89,15376071.06132032,3481474.171320319,2882707.4127624356
Units Reimbursed,R03,2024Q1,SARIMA,11894596.89,14439025.33933431,2544428.4493343085,2992342.931866895
Units Reimbursed,R03,2024Q2,Historical Mean,10923023.79,12599032.713214282,1676008.9232142828,1410086.955714282
Units Reimbursed,R03,2024Q2,Naive,10923023.79,14118782.71,3195758.920000002,2929836.952500001
Units Reimbursed,R03,2024Q2,Seasonal Naive,10923023.79,12950060.4,2027036.6100000013,2093914.1000000006
Units Reimbursed,R03,2024Q2,AutoARIMA,10923023.79,14122858.60684602,3199834.8168460205,2882707.4127624356
Units Reimbursed,R03,2024Q2,SARIMA,10923023.79,13626307.007048827,2703283.2170488276,2992342.931866895
Units Reimbursed,R03,2024Q3,Historical Mean,10894181.0,12599032.713214282,1704851.713214282,1410086.955714282
Units Reimbursed,R03,2024Q3,Naive,10894181.0,14118782.71,3224601.710000001,2929836.952500001
Units Reimbursed,R03,2024Q3,Seasonal Naive,10894181.0,12035268.94,1141087.9399999995,2093914.1000000006
Units Reimbursed,R03,2024Q3,AutoARIMA,10894181.0,12945863.2879201,2051682.2879201006,2882707.4127624356
Units Reimbursed,R03,2024Q3,SARIMA,10894181.0,13605618.86200047,2711437.862000469,2992342.931866895
Units Reimbursed,R03,2024Q4,Historical Mean,11043981.35,12599032.713214282,1555051.3632142823,1410086.955714282
Units Reimbursed,R03,2024Q4,Naive,11043981.35,14118782.71,3074801.3600000013,2929836.952500001
Units Reimbursed,R03,2024Q4,Seasonal Naive,11043981.35,14118782.71,3074801.3600000013,2093914.1000000006
Units Reimbursed,R03,2024Q4,AutoARIMA,11043981.35,13841819.724963302,2797838.374963302,2882707.4127624356
Units Reimbursed,R03,2024Q4,SARIMA,11043981.35,15054203.549083974,4010222.1990839746,2992342.931866895
Units Reimbursed,R05,2024Q1,Historical Mean,3713280.53,3331885.8562499997,381394.6737500001,393583.4920000001
Units Reimbursed,R05,2024Q1,Naive,3713280.53,4381300.725,668020.1949999998,655831.3767499998
Units Reimbursed,R05,2024Q1,Seasonal Naive,3713280.53,3885731.288,172450.75800000038,346227.7415
Units Reimbursed,R05,2024Q1,AutoARIMA,3713280.53,3658901.3117252863,54379.218274713494,275941.1807315424
Units Reimbursed,R05,2024Q1,SARIMA,3713280.53,3658901.3117252863,54379.218274713494,275941.1807315424
Units Reimbursed,R05,2024Q2,Historical Mean,3870605.263,3331885.8562499997,538719.4067500001,393583.4920000001
Units Reimbursed,R05,2024Q2,Naive,3870605.263,4381300.725,510695.4619999998,655831.3767499998
Units Reimbursed,R05,2024Q2,Seasonal Naive,3870605.263,3513579.202,357026.06099999975,346227.7415
Units Reimbursed,R05,2024Q2,AutoARIMA,3870605.263,3433789.413464833,436815.84953516675,275941.1807315424
Units Reimbursed,R05,2024Q2,SARIMA,3870605.263,3433789.413464833,436815.84953516675,275941.1807315424
Units Reimbursed,R05,2024Q3,Historical Mean,3413680.59,3331885.8562499997,81794.73375000013,393583.4920000001
Units Reimbursed,R05,2024Q3,Naive,3413680.59,4381300.725,967620.1349999998,655831.3767499998
Units Reimbursed,R05,2024Q3,Seasonal Naive,3413680.59,3035236.158,378444.43200000003,346227.7415
Units Reimbursed,R05,2024Q3,AutoARIMA,3413680.59,3363640.7314376594,50039.858562340494,275941.1807315424
Units Reimbursed,R05,2024Q3,SARIMA,3413680.59,3363640.7314376594,50039.858562340494,275941.1807315424
Units Reimbursed,R05,2024Q4,Historical Mean,3904311.01,3331885.8562499997,572425.15375,393583.4920000001
Units Reimbursed,R05,2024Q4,Naive,3904311.01,4381300.725,476989.71499999985,655831.3767499998
Units Reimbursed,R05,2024Q4,Seasonal Naive,3904311.01,4381300.725,476989.71499999985,346227.7415
Units Reimbursed,R05,2024Q4,AutoARIMA,3904311.01,3341781.213446051,562529.7965539489,275941.1807315424
Units Reimbursed,R05,2024Q4,SARIMA,3904311.01,3341781.213446051,562529.7965539489,275941.1807315424
Units Reimbursed,R06,2024Q1,Historical Mean,5741315.6280000005,6333354.266142858,592038.6381428577,976719.0298928581
Units Reimbursed,R06,2024Q1,Naive,5741315.6280000005,7649387.215,1908071.5869999994,2292751.97875
Units Reimbursed,R06,2024Q1,Seasonal Naive,5741315.6280000005,6336307.544,594991.9159999993,1576195.45125
Units Reimbursed,R06,2024Q1,AutoARIMA,5741315.6280000005,7649387.215,1908071.5869999994,2292751.97875
Units Reimbursed,R06,2024Q1,SARIMA,5741315.6280000005,7649387.215,1908071.5869999994,2292751.97875
Units Reimbursed,R06,2024Q2,Historical Mean,5648479.117,6333354.266142858,684875.1491428586,976719.0298928581
Units Reimbursed,R06,2024Q2,Naive,5648479.117,7649387.215,2000908.0980000002,2292751.97875
Units Reimbursed,R06,2024Q2,Seasonal Naive,5648479.117,7057217.0,1408737.8830000004,1576195.45125
Units Reimbursed,R06,2024Q2,AutoARIMA,5648479.117,7649387.215,2000908.0980000002,2292751.97875
Units Reimbursed,R06,2024Q2,SARIMA,5648479.117,7649387.215,2000908.0980000002,2292751.97875
Units Reimbursed,R06,2024Q3,Historical Mean,5534994.798,6333354.266142858,798359.4681428578,976719.0298928581
Units Reimbursed,R06,2024Q3,Naive,5534994.798,7649387.215,2114392.4169999994,2292751.97875
Units Reimbursed,R06,2024Q3,Seasonal Naive,5534994.798,6688410.991,1153416.193,1576195.45125
Units Reimbursed,R06,2024Q3,AutoARIMA,5534994.798,7649387.215,2114392.4169999994,2292751.97875
Units Reimbursed,R06,2024Q3,SARIMA,5534994.798,7649387.215,2114392.4169999994,2292751.97875
Units Reimbursed,R06,2024Q4,Historical Mean,4501751.402,6333354.266142858,1831602.8641428584,976719.0298928581
Units Reimbursed,R06,2024Q4,Naive,4501751.402,7649387.215,3147635.813,2292751.97875
Units Reimbursed,R06,2024Q4,Seasonal Naive,4501751.402,7649387.215,3147635.813,1576195.45125
Units Reimbursed,R06,2024Q4,AutoARIMA,4501751.402,7649387.215,3147635.813,2292751.97875
Units Reimbursed,R06,2024Q4,SARIMA,4501751.402,7649387.215,3147635.813,2292751.97875
Units Reimbursed,R07,2024Q1,Historical Mean,61600.0,40302.0,21298.0,20150.0
Units Reimbursed,R07,2024Q1,Naive,61600.0,61964.0,364.0,1512.0
Units Reimbursed,R07,2024Q1,Seasonal Naive,61600.0,60312.0,1288.0,2793.0
Units Reimbursed,R07,2024Q1,AutoARIMA,61600.0,67061.77559028438,5461.775590284378,9520.953634950645
Units Reimbursed,R07,2024Q1,SARIMA,61600.0,67061.77559028438,5461.775590284378,9520.953634950645
Units Reimbursed,R07,2024Q2,Historical Mean,61908.0,40302.0,21606.0,20150.0
Units Reimbursed,R07,2024Q2,Naive,61908.0,61964.0,56.0,1512.0
Units Reimbursed,R07,2024Q2,Seasonal Naive,61908.0,65520.0,3612.0,2793.0
Units Reimbursed,R07,2024Q2,AutoARIMA,61908.0,69002.56095339521,7094.560953395208,9520.953634950645
Units Reimbursed,R07,2024Q2,SARIMA,61908.0,69002.56095339521,7094.560953395208,9520.953634950645
Units Reimbursed,R07,2024Q3,Historical Mean,57848.0,40302.0,17546.0,20150.0
Units Reimbursed,R07,2024Q3,Naive,57848.0,61964.0,4116.0,1512.0
Units Reimbursed,R07,2024Q3,Seasonal Naive,57848.0,62608.0,4760.0,2793.0
Units Reimbursed,R07,2024Q3,AutoARIMA,57848.0,70943.34631650607,13095.346316506068,9520.953634950645
Units Reimbursed,R07,2024Q3,SARIMA,57848.0,70943.34631650607,13095.346316506068,9520.953634950645
Units Reimbursed,R07,2024Q4,Historical Mean,60452.0,40302.0,20150.0,20150.0
Units Reimbursed,R07,2024Q4,Naive,60452.0,61964.0,1512.0,1512.0
Units Reimbursed,R07,2024Q4,Seasonal Naive,60452.0,61964.0,1512.0,2793.0
Units Reimbursed,R07,2024Q4,AutoARIMA,60452.0,72884.13167961693,12432.131679616927,9520.953634950645
Units Reimbursed,R07,2024Q4,SARIMA,60452.0,72884.13167961693,12432.131679616927,9520.953634950645
Units Reimbursed,S01,2024Q1,Historical Mean,5203947.226,4689723.886607143,514223.3393928567,663280.2006428568
Units Reimbursed,S01,2024Q1,Naive,5203947.226,3364856.183,1839091.0429999996,1988147.9042499997
Units Reimbursed,S01,2024Q1,Seasonal Naive,5203947.226,6659289.244,1455342.0180000002,1605686.4884999997
Units Reimbursed,S01,2024Q1,AutoARIMA,5203947.226,4689723.886607141,514223.33939285856,663280.2006428586
Units Reimbursed,S01,2024Q1,SARIMA,5203947.226,5624282.170505427,420334.94450542703,859192.0241873866
Units Reimbursed,S01,2024Q2,Historical Mean,5611432.902,4689723.886607143,921709.0153928567,663280.2006428568
Units Reimbursed,S01,2024Q2,Naive,5611432.902,3364856.183,2246576.7189999996,1988147.9042499997
Units Reimbursed,S01,2024Q2,Seasonal Naive,5611432.902,4628239.786,983193.1159999995,1605686.4884999997
Units Reimbursed,S01,2024Q2,AutoARIMA,5611432.902,4689723.886607141,921709.0153928585,663280.2006428586
Units Reimbursed,S01,2024Q2,SARIMA,5611432.902,4572489.122102595,1038943.7798974048,859192.0241873866
Units Reimbursed,S01,2024Q3,Historical Mean,5199301.32,4689723.886607143,509577.4333928572,663280.2006428568
Units Reimbursed,S01,2024Q3,Naive,5199301.32,3364856.183,1834445.137,1988147.9042499997
Units Reimbursed,S01,2024Q3,Seasonal Naive,5199301.32,7151033.422,1951732.102,1605686.4884999997
Units Reimbursed,S01,2024Q3,AutoARIMA,5199301.32,4689723.886607141,509577.43339285906,663280.2006428586
Units Reimbursed,S01,2024Q3,SARIMA,5199301.32,5907948.049459744,708646.729459744,859192.0241873866
Units Reimbursed,S01,2024Q4,Historical Mean,5397334.901,4689723.886607143,707611.0143928565,663280.2006428568
Units Reimbursed,S01,2024Q4,Naive,5397334.901,3364856.183,2032478.7179999994,1988147.9042499997
Units Reimbursed,S01,2024Q4,Seasonal Naive,5397334.901,3364856.183,2032478.7179999994,1605686.4884999997
Units Reimbursed,S01,2024Q4,AutoARIMA,5397334.901,4689723.886607141,707611.0143928584,663280.2006428586
Units Reimbursed,S01,2024Q4,SARIMA,5397334.901,4128492.258113029,1268842.6428869707,859192.0241873866
Units Reimbursed,S02,2024Q1,Historical Mean,291648.46400000004,749034.4925357142,457386.02853571414,954072.1322678572
Units Reimbursed,S02,2024Q1,Naive,291648.46400000004,767074.436,475425.97199999995,963092.104
Units Reimbursed,S02,2024Q1,Seasonal Naive,291648.46400000004,320670.242,29021.77799999999,934672.743
Units Reimbursed,S02,2024Q1,AutoARIMA,291648.46400000004,749034.4925357142,457386.02853571414,954072.1322678572
Units Reimbursed,S02,2024Q1,SARIMA,291648.46400000004,749034.4925357142,457386.02853571414,954072.1322678572
Units Reimbursed,S02,2024Q2,Historical Mean,461488.327,749034.4925357142,287546.1655357142,954072.1322678572
Units Reimbursed,S02,2024Q2,Naive,461488.327,767074.436,305586.109,963092.104
Units Reimbursed,S02,2024Q2,Seasonal Naive,461488.327,700170.338,238682.011,934672.743
Units Reimbursed,S02,2024Q2,AutoARIMA,461488.327,749034.4925357142,287546.1655357142,954072.1322678572
Units Reimbursed,S02,2024Q2,SARIMA,461488.327,749034.4925357142,287546.1655357142,954072.1322678572
Units Reimbursed,S02,2024Q3,Historical Mean,3464723.935,749034.4925357142,2715689.442464286,954072.1322678572
Units Reimbursed,S02,2024Q3,Naive,3464723.935,767074.436,2697649.499,963092.104
Units Reimbursed,S02,2024Q3,Seasonal Naive,3464723.935,367443.588,3097280.347,934672.743
Units Reimbursed,S02,2024Q3,AutoARIMA,3464723.935,749034.4925357142,2715689.442464286,954072.1322678572
Units Reimbursed,S02,2024Q3,SARIMA,3464723.935,749034.4925357142,2715689.442464286,954072.1322678572
Units Reimbursed,S02,2024Q4,Historical Mean,393367.6,749034.4925357142,355666.8925357142,954072.1322678572
Units Reimbursed,S02,2024Q4,Naive,393367.6,767074.436,373706.836,963092.104
Units Reimbursed,S02,2024Q4,Seasonal Naive,393367.6,767074.436,373706.836,934672.743
Units Reimbursed,S02,2024Q4,AutoARIMA,393367.6,749034.4925357142,355666.8925357142,954072.1322678572
Units Reimbursed,S02,2024Q4,SARIMA,393367.6,749034.4925357142,355666.8925357142,954072.1322678572
Units Reimbursed,S03,2024Q1,Historical Mean,3666220.65,298789.0957857143,3367431.5542142857,1601862.162357143
